Date,Adj Close,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
2020-01-02,68.20101165771484,68.36849975585938,68.40699768066406,67.07749938964844,67.07749938964844,28132000
2020-01-03,67.86632537841797,68.03299713134766,68.625,67.2771987915039,67.39299774169922,23728000
2020-01-06,69.53972625732422,69.71050262451172,69.82499694824219,67.5,67.5,34646000
2020-01-07,69.49633026123047,69.66699981689453,70.14949798583984,69.51899719238281,69.89700317382812,30054000
2020-01-08,70.04399108886719,70.21600341796875,70.5790023803711,69.54199981689453,69.60399627685547,30560000
2020-01-09,70.81758117675781,70.99150085449219,71.36650085449219,70.51349639892578,71.02850341796875,30018000
2020-01-10,71.3113784790039,71.48650360107422,71.74645233154297,70.9175033569336,71.37799835205078,36414000
2020-01-13,71.78520965576172,71.96150207519531,72.0260009765625,71.3010025024414,71.80650329589844,33046000
2020-01-14,71.36872863769531,71.54399871826172,72.08999633789062,71.41850280761719,71.95050048828125,31178000
2020-01-15,71.78370666503906,71.95999908447266,72.06974792480469,71.510498046875,71.510498046875,25654000
2020-01-16,72.40718078613281,72.58499908447266,72.59950256347656,72.0459976196289,72.37200164794922,23474000
2020-01-17,73.83817291259766,74.01950073242188,74.06475067138672,72.91100311279297,73.14550018310547,47924000
2020-01-21,74.03817749023438,74.22000122070312,74.59249877929688,73.55999755859375,73.95600128173828,40734000
2020-01-22,74.11548614501953,74.29750061035156,75.16069793701172,74.24649810791016,74.55000305175781,32216000
2020-01-23,74.15039825439453,74.3324966430664,74.7760009765625,74.1050033569336,74.38200378417969,27024000
2020-01-24,73.15584564208984,73.33550262451172,74.77474975585938,73.26249694824219,74.67949676513672,35692000
2020-01-27,71.51936340332031,71.69499969482422,71.90350341796875,71.05999755859375,71.55000305175781,35104000
2020-01-28,72.4500732421875,72.62799835205078,72.80000305175781,71.62349700927734,72.1500015258789,31548000
2020-01-29,72.75283813476562,72.93150329589844,73.27149963378906,72.33699798583984,72.94000244140625,21554000
2020-01-30,72.6136703491211,72.79199981689453,72.86399841308594,71.81999969482422,71.99800109863281,26788000
2020-01-31,71.53582000732422,71.71150207519531,73.50650024414062,71.42649841308594,73.44499969482422,48344000
2020-02-03,74.11498260498047,74.2969970703125,74.5,72.94950103759766,73.0999984741211,60736000
2020-02-04,72.17625427246094,72.35350036621094,73.4749984741211,71.31500244140625,72.85350036621094,78660000
2020-02-05,72.2341079711914,72.4114990234375,73.19200134277344,71.52799987792969,73.12100219726562,39724000
